bin_low_edge,contents,binerror,xtitle,binlabel
-19.5,0.0,0.0,inferred - true,
-18.5,0.015,0.008660254037844387,inferred - true,
-17.5,0.0,0.0,inferred - true,
-16.5,0.0,0.0,inferred - true,
-15.5,0.0,0.0,inferred - true,
-14.5,0.0,0.0,inferred - true,
-13.5,0.0,0.0,inferred - true,
-12.5,0.0,0.0,inferred - true,
-11.5,0.025,0.01118033988749895,inferred - true,
-10.5,0.0,0.0,inferred - true,
-9.5,0.0,0.0,inferred - true,
-8.5,0.005,0.005,inferred - true,
-7.5,0.0,0.0,inferred - true,
-6.5,0.005,0.005,inferred - true,
-5.5,0.005,0.005,inferred - true,
-4.5,0.03,0.01224744871391589,inferred - true,
-3.5,0.04,0.01414213562373095,inferred - true,
-2.5,0.045,0.015000000000000001,inferred - true,
-1.5,0.075,0.019364916731037084,inferred - true,
-0.5,0.435,0.04663689526544408,inferred - true,
0.5,0.11,0.02345207879911715,inferred - true,
1.5,0.055,0.016583123951777,inferred - true,
2.5,0.025,0.01118033988749895,inferred - true,
3.5,0.025,0.01118033988749895,inferred - true,
4.5,0.025,0.01118033988749895,inferred - true,
5.5,0.04,0.01414213562373095,inferred - true,
6.5,0.015,0.008660254037844387,inferred - true,
7.5,0.01,0.007071067811865475,inferred - true,
8.5,0.005,0.005,inferred - true,
9.5,0.0,0.0,inferred - true,
10.5,0.005,0.005,inferred - true,
11.5,0.0,0.0,inferred - true,
12.5,0.0,0.0,inferred - true,
13.5,0.0,0.0,inferred - true,
14.5,0.0,0.0,inferred - true,
15.5,0.0,0.0,inferred - true,
16.5,0.0,0.0,inferred - true,
17.5,0.005,0.005,inferred - true,
18.5,0.0,0.0,inferred - true,
